supp	conf	cove	year	month	area_this_epoch	lonm_this_epoch	latm_this_epoch	area_next_epoch	lonm_next_epoch	latm_next_epoch
0.000034	0.065789	0.000520	2005	11	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000034	0.065789	0.000520	2005	11	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000321	0.618421	0.000520	2005	11	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000123	0.236842	0.000520	2005	11	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000075	0.106796	0.000705	2005	11	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000048	0.067961	0.000705	2005	11	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000007	0.009709	0.000705	2005	11	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000575	0.815534	0.000705	2005	11	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000534	0.987342	0.000540	2005	12	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000007	0.012658	0.000540	2005	12	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000280	0.788462	0.000356	2005	12	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000014	0.038462	0.000356	2005	12	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000048	0.134615	0.000356	2005	12	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000014	0.038462	0.000356	2005	12	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000075	0.687500	0.000109	2005	12	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.062500	0.000109	2005	12	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000027	0.250000	0.000109	2005	12	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.002134	0.878873	0.002428	2005	12	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000137	0.056338	0.002428	2005	12	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000157	0.064789	0.002428	2005	12	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000048	0.056911	0.000841	2005	12	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000103	0.121951	0.000841	2005	12	ION	-2.555600	36.178800	CEN	15.921000	42.786200
0.000691	0.821138	0.000841	2005	12	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000055	0.072727	0.000752	2005	12	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000540	0.718182	0.000752	2005	12	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000157	0.209091	0.000752	2005	12	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000876	0.859060	0.001019	2005	12	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000123	0.120805	0.001019	2005	12	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000021	0.020134	0.001019	2005	12	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000055	0.038835	0.001409	2005	12	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000007	0.004854	0.001409	2005	12	SLE	28.656000	33.044300	ION	4.799800	38.025700
0.000315	0.223301	0.001409	2005	12	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001033	0.733010	0.001409	2005	12	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000014	0.018519	0.000739	2005	12	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000021	0.027778	0.000739	2005	12	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000068	0.092593	0.000739	2005	12	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000534	0.722222	0.000739	2005	12	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000103	0.138889	0.000739	2005	12	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000048	0.045455	0.001053	2005	12	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000021	0.019481	0.001053	2005	12	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000034	0.032468	0.001053	2005	12	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000951	0.902597	0.001053	2005	12	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000171	1.000000	0.000171	2005	2	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000109	0.800000	0.000137	2005	2	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000014	0.100000	0.000137	2005	2	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000014	0.100000	0.000137	2005	2	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000007	1.000000	0.000007	2005	2	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000629	0.876190	0.000718	2005	2	CEN	-2.555600	36.178800	CEN	-2.555600	36.178800
0.000034	0.047619	0.000718	2005	2	CEN	-2.555600	36.178800	ION	-2.555600	36.178800
0.000055	0.076190	0.000718	2005	2	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000007	0.035714	0.000192	2005	2	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000185	0.964286	0.000192	2005	2	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000014	0.055556	0.000246	2005	2	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000164	0.666667	0.000246	2005	2	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000068	0.277778	0.000246	2005	2	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000301	0.880000	0.000342	2005	2	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000041	0.120000	0.000342	2005	2	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000021	0.051724	0.000397	2005	2	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000041	0.103448	0.000397	2005	2	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.000335	0.844828	0.000397	2005	2	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000007	0.050000	0.000137	2005	2	SWE	4.799800	38.025700	CEN	28.656000	33.044300
0.000027	0.200000	0.000137	2005	2	SWE	4.799800	38.025700	NWE	28.656000	33.044300
0.000062	0.450000	0.000137	2005	2	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000041	0.300000	0.000137	2005	2	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000007	0.032258	0.000212	2005	2	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000205	0.967742	0.000212	2005	2	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000479	0.985915	0.000486	2005	3	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000007	0.014085	0.000486	2005	3	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000267	0.886364	0.000301	2005	3	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000014	0.045455	0.000301	2005	3	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000021	0.068182	0.000301	2005	3	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000055	0.800000	0.000068	2005	3	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.100000	0.000068	2005	3	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000007	0.100000	0.000068	2005	3	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001395	0.853557	0.001635	2005	3	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000103	0.062762	0.001635	2005	3	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000137	0.083682	0.001635	2005	3	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000103	0.151515	0.000677	2005	3	ION	-2.555600	36.178800	CEN	28.656000	33.044300
0.000575	0.848485	0.000677	2005	3	ION	-2.555600	36.178800	ION	28.656000	33.044300
0.000055	0.085106	0.000643	2005	3	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000397	0.617021	0.000643	2005	3	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000192	0.297872	0.000643	2005	3	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000657	0.834783	0.000787	2005	3	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000130	0.165217	0.000787	2005	3	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000062	0.056962	0.001081	2005	3	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000109	0.101266	0.001081	2005	3	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.000910	0.841772	0.001081	2005	3	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000007	0.014925	0.000458	2005	3	SWE	4.799800	38.025700	CEN	28.656000	33.044300
0.000041	0.089552	0.000458	2005	3	SWE	4.799800	38.025700	NWE	28.656000	33.044300
0.000363	0.791045	0.000458	2005	3	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000048	0.104478	0.000458	2005	3	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000014	0.017699	0.000773	2005	3	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000027	0.035398	0.000773	2005	3	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000732	0.946903	0.000773	2005	3	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000335	0.960784	0.000349	2005	4	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000014	0.039216	0.000349	2005	4	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000198	0.763158	0.000260	2005	4	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000048	0.184211	0.000260	2005	4	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000014	0.052632	0.000260	2005	4	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000027	0.400000	0.000068	2005	4	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000014	0.200000	0.000068	2005	4	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000027	0.400000	0.000068	2005	4	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.000992	0.873494	0.001135	2005	4	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000103	0.090361	0.001135	2005	4	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000041	0.036145	0.001135	2005	4	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000007	0.015385	0.000445	2005	4	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000048	0.107692	0.000445	2005	4	ION	-2.555600	36.178800	CEN	15.921000	42.786200
0.000390	0.876923	0.000445	2005	4	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000021	0.046875	0.000438	2005	4	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000274	0.625000	0.000438	2005	4	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000144	0.328125	0.000438	2005	4	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000458	0.797619	0.000575	2005	4	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000116	0.202381	0.000575	2005	4	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000014	0.016393	0.000834	2005	4	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000075	0.090164	0.000834	2005	4	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.000746	0.893443	0.000834	2005	4	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000007	0.018519	0.000369	2005	4	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000014	0.037037	0.000369	2005	4	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000075	0.203704	0.000369	2005	4	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000226	0.611111	0.000369	2005	4	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000048	0.129630	0.000369	2005	4	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000048	0.090909	0.000527	2005	4	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000014	0.025974	0.000527	2005	4	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000465	0.883117	0.000527	2005	4	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000404	0.967213	0.000417	2005	5	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000014	0.032787	0.000417	2005	5	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000308	0.849057	0.000363	2005	5	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000048	0.132075	0.000363	2005	5	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000007	0.018868	0.000363	2005	5	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000021	0.272727	0.000075	2005	5	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000021	0.272727	0.000075	2005	5	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000034	0.454545	0.000075	2005	5	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001361	0.876652	0.001553	2005	5	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000048	0.030837	0.001553	2005	5	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000137	0.088106	0.001553	2005	5	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000007	0.004405	0.001553	2005	5	CEN	-2.555600	36.178800	TYR	28.656000	33.044300
0.000137	0.186916	0.000732	2005	5	ION	-2.555600	36.178800	CEN	28.656000	33.044300
0.000595	0.813084	0.000732	2005	5	ION	-2.555600	36.178800	ION	28.656000	33.044300
0.000027	0.043478	0.000629	2005	5	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000007	0.010870	0.000629	2005	5	NLE	31.774200	35.347200	CEN	25.031300	37.882500
0.000369	0.586957	0.000629	2005	5	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000226	0.358696	0.000629	2005	5	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000636	0.788136	0.000807	2005	5	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000144	0.177966	0.000807	2005	5	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000027	0.033898	0.000807	2005	5	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000055	0.045455	0.001204	2005	5	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001149	0.954545	0.001204	2005	5	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000007	0.012987	0.000527	2005	5	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000021	0.038961	0.000527	2005	5	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000096	0.181818	0.000527	2005	5	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000376	0.714286	0.000527	2005	5	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000027	0.051948	0.000527	2005	5	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000041	0.052632	0.000780	2005	5	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000068	0.087719	0.000780	2005	5	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000007	0.008772	0.000780	2005	5	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000663	0.850877	0.000780	2005	5	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000287	0.893617	0.000321	2005	6	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000034	0.106383	0.000321	2005	6	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000164	0.750000	0.000219	2005	6	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000034	0.156250	0.000219	2005	6	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000007	0.031250	0.000219	2005	6	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000014	0.062500	0.000219	2005	6	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000041	0.600000	0.000068	2005	6	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.100000	0.000068	2005	6	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000021	0.300000	0.000068	2005	6	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001081	0.897727	0.001204	2005	6	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000027	0.022727	0.001204	2005	6	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000096	0.079545	0.001204	2005	6	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000082	0.181818	0.000451	2005	6	ION	-2.555600	36.178800	CEN	28.656000	33.044300
0.000369	0.818182	0.000451	2005	6	ION	-2.555600	36.178800	ION	28.656000	33.044300
0.000007	0.019608	0.000349	2005	6	NLE	31.774200	35.347200	CEN	28.656000	33.044300
0.000198	0.568627	0.000349	2005	6	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000144	0.411765	0.000349	2005	6	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000465	0.715789	0.000650	2005	6	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000157	0.242105	0.000650	2005	6	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000027	0.042105	0.000650	2005	6	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000068	0.068493	0.000999	2005	6	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.000930	0.931507	0.000999	2005	6	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000014	0.030303	0.000451	2005	6	SWE	4.799800	38.025700	CEN	28.656000	33.044300
0.000075	0.166667	0.000451	2005	6	SWE	4.799800	38.025700	NWE	28.656000	33.044300
0.000301	0.666667	0.000451	2005	6	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000062	0.136364	0.000451	2005	6	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000021	0.036145	0.000568	2005	6	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000041	0.072289	0.000568	2005	6	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000007	0.012048	0.000568	2005	6	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000499	0.879518	0.000568	2005	6	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000404	0.880597	0.000458	2005	7	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000055	0.119403	0.000458	2005	7	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000301	0.897959	0.000335	2005	7	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000014	0.040816	0.000335	2005	7	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000007	0.020408	0.000335	2005	7	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000014	0.040816	0.000335	2005	7	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000034	0.416667	0.000082	2005	7	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000014	0.166667	0.000082	2005	7	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000034	0.416667	0.000082	2005	7	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001888	0.938776	0.002011	2005	7	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000034	0.017007	0.002011	2005	7	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000082	0.040816	0.002011	2005	7	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000007	0.003401	0.002011	2005	7	CEN	-2.555600	36.178800	TYR	28.656000	33.044300
0.000267	0.386139	0.000691	2005	7	ION	-2.555600	36.178800	CEN	28.656000	33.044300
0.000417	0.603960	0.000691	2005	7	ION	-2.555600	36.178800	ION	28.656000	33.044300
0.000007	0.009901	0.000691	2005	7	ION	-2.555600	36.178800	SLE	28.656000	33.044300
0.000014	0.027027	0.000506	2005	7	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000294	0.581081	0.000506	2005	7	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000198	0.391892	0.000506	2005	7	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000636	0.669065	0.000951	2005	7	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000274	0.287770	0.000951	2005	7	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000041	0.043165	0.000951	2005	7	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000007	0.004785	0.001430	2005	7	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000219	0.153110	0.001430	2005	7	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001204	0.842105	0.001430	2005	7	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000014	0.021739	0.000629	2005	7	SWE	4.799800	38.025700	CEN	28.656000	33.044300
0.000123	0.195652	0.000629	2005	7	SWE	4.799800	38.025700	NWE	28.656000	33.044300
0.000472	0.750000	0.000629	2005	7	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000021	0.032609	0.000629	2005	7	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000116	0.136000	0.000855	2005	7	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000034	0.040000	0.000855	2005	7	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000014	0.016000	0.000855	2005	7	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000691	0.808000	0.000855	2005	7	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000274	0.800000	0.000342	2005	8	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000068	0.200000	0.000342	2005	8	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000253	0.860465	0.000294	2005	8	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000014	0.046512	0.000294	2005	8	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000014	0.046512	0.000294	2005	8	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000014	0.046512	0.000294	2005	8	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000068	0.769231	0.000089	2005	8	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.076923	0.000089	2005	8	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000014	0.153846	0.000089	2005	8	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001765	0.948529	0.001860	2005	8	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000027	0.014706	0.001860	2005	8	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000055	0.029412	0.001860	2005	8	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000014	0.007353	0.001860	2005	8	CEN	-2.555600	36.178800	TYR	28.656000	33.044300
0.000007	0.012500	0.000547	2005	8	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000116	0.212500	0.000547	2005	8	ION	-2.555600	36.178800	CEN	15.921000	42.786200
0.000424	0.775000	0.000547	2005	8	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000007	0.015385	0.000445	2005	8	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000308	0.692308	0.000445	2005	8	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000130	0.292308	0.000445	2005	8	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000561	0.713043	0.000787	2005	8	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000185	0.234783	0.000787	2005	8	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000041	0.052174	0.000787	2005	8	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000034	0.035461	0.000964	2005	8	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000116	0.120567	0.000964	2005	8	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.000814	0.843972	0.000964	2005	8	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000007	0.009804	0.000698	2005	8	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000034	0.049020	0.000698	2005	8	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000048	0.068627	0.000698	2005	8	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000520	0.745098	0.000698	2005	8	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000089	0.127451	0.000698	2005	8	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000123	0.152542	0.000807	2005	8	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000041	0.050847	0.000807	2005	8	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000027	0.033898	0.000807	2005	8	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000616	0.762712	0.000807	2005	8	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000328	0.857143	0.000383	2005	9	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000055	0.142857	0.000383	2005	9	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000212	0.837838	0.000253	2005	9	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000027	0.108108	0.000253	2005	9	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000014	0.054054	0.000253	2005	9	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000055	0.666667	0.000082	2005	9	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.083333	0.000082	2005	9	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000021	0.250000	0.000082	2005	9	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.002052	0.940439	0.002182	2005	9	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000062	0.028213	0.002182	2005	9	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000068	0.031348	0.002182	2005	9	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000014	0.022222	0.000616	2005	9	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000123	0.200000	0.000616	2005	9	ION	-2.555600	36.178800	CEN	15.921000	42.786200
0.000479	0.777778	0.000616	2005	9	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000021	0.041096	0.000499	2005	9	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000007	0.013699	0.000499	2005	9	NLE	31.774200	35.347200	CEN	25.031300	37.882500
0.000390	0.780822	0.000499	2005	9	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000082	0.164384	0.000499	2005	9	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000643	0.886792	0.000725	2005	9	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000048	0.066038	0.000725	2005	9	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000034	0.047170	0.000725	2005	9	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000014	0.013333	0.001026	2005	9	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000007	0.006667	0.001026	2005	9	SLE	28.656000	33.044300	ION	4.799800	38.025700
0.000068	0.066667	0.001026	2005	9	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.000937	0.913333	0.001026	2005	9	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000041	0.052174	0.000787	2005	9	SWE	4.799800	38.025700	CEN	28.656000	33.044300
0.000116	0.147826	0.000787	2005	9	SWE	4.799800	38.025700	NWE	28.656000	33.044300
0.000540	0.686957	0.000787	2005	9	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000089	0.113043	0.000787	2005	9	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000055	0.074074	0.000739	2005	9	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000068	0.092593	0.000739	2005	9	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000062	0.083333	0.000739	2005	9	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000554	0.750000	0.000739	2005	9	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.004487	0.941176	0.004768	2005	99	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000280	0.058824	0.004768	2005	99	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.002962	0.832692	0.003557	2005	99	AEG	25.031300	37.882500	AEG	25.031300	37.882500
